ID,pclass,survived,sex,age,sibsp,parch,ticket,fare,cabin,embarked,boat,body,home.dest
661,3,1,female,24,0,3,2666,19.2583, ,C,C, ,"Syria New York, NY"
662,3,1,female,18,0,0,A/4 31416,8.05, ,S,C, ,"London Skanteales, NY"
663,3,0,male,40,0,0,2623,7.225, ,C, , , 
664,3,0,male,26,0,0,349248,7.8958, ,S, , , 
665,3,1,male,20,0,0,2663,7.2292, ,C,15, , 
666,3,0,female,18,0,1,2691,14.4542, ,C, , ,"Syria Ottawa, ON"
667,3,0,female,45,0,1,2691,14.4542, ,C, , ,"Syria Ottawa, ON"
668,3,0,female,27,0,0,330844,7.8792, ,Q, , ,"New York, NY"
669,3,0,male,22,0,0,324669,8.05, ,S, , ,"England New York, NY"
670,3,0,male,19,0,0,323951,8.05, ,S, , ,England
671,3,0,male,26,0,0,347068,7.775, ,S, , ,"Krakudden, Sweden Moune, IL"
672,3,0,male,22,0,0,PP 4348,9.35, ,S, , ,"Tranvik, Finland New York"
673,3,0,male, ,0,0,2622,7.2292, ,C, , , 
674,3,0,male,20,0,0,2648,4.0125, ,C, , ,Syria
675,3,1,male,32,0,0,1601,56.4958, ,S,C, ,"Hong Kong New York, NY"
676,3,0,male,21,0,0,312992,7.775, ,S, , ,"Brennes, Norway New York"
677,3,0,male,18,0,0,347090,7.75, ,S, , ,"Stockholm, Sweden New York"
678,3,0,male,26,0,0,349224,7.8958, ,S, , ,"Bulgaria Chicago, IL"
679,3,0,male,6,1,1,2678,15.2458, ,C, , ,"Syria Kent, ON"
680,3,0,female,9,1,1,2678,15.2458, ,C, , ,"Syria Kent, ON"
681,3,0,male, ,0,0,2664,7.225, ,C, , ,Syria
682,3,0,female, ,0,2,2678,15.2458, ,C, , ,"Syria Kent, ON"
683,3,0,female, ,0,2,364848,7.75, ,Q, , ,"Ireland Chicago, IL"
684,3,0,male,40,1,1,364849,15.5, ,Q, , ,"Ireland Chicago, IL"
685,3,0,female,32,1,1,364849,15.5, ,Q, , ,"Ireland Chicago, IL"
686,3,0,male,21,0,0,54636,16.1, ,S, , ,"Treherbert, Cardiff, Wales"
687,3,1,female,22,0,0,334914,7.725, ,Q,13, ,"Kingwilliamstown, Co Cork, Ireland Glens Falls, NY"
688,3,0,female,20,0,0,347471,7.8542, ,S, , ,"Medeltorp, Sweden Chicago, IL"
689,3,0,male,29,1,0,3460,7.0458, ,S, , ,"Bridgerule, Devon"
690,3,0,male,22,1,0,A/5 21171,7.25, ,S, , ,"Bridgerule, Devon"
691,3,0,male,22,0,0,350045,7.7958, ,S, , ,"Sweden Worcester, MA"
692,3,0,male,35,0,0,364512,8.05, ,S, , ,"Broomfield, Chelmsford, England"
693,3,0,female,18.5,0,0,329944,7.2833, ,Q, ,299,"Co Cork, Ireland Roxbury, MA"
694,3,1,male,21,0,0,330920,7.8208, ,Q,13, ,"Kingwilliamstown, Co Cork, Ireland New York, NY"
695,3,0,male,19,0,0,365222,6.75, ,Q, , ,"Co Cork, Ireland Charlestown, MA"
696,3,0,female,18,0,0,330963,7.8792, ,Q, , ,"Co Sligo, Ireland New York, NY"
697,3,0,female,21,0,0,315087,8.6625, ,S, , , 
698,3,0,female,30,0,0,315084,8.6625, ,S, , , 
699,3,0,male,18,0,0,315091,8.6625, ,S, , , 
700,3,0,male,38,0,0,315089,8.6625, ,S, , ,Croatia
701,3,0,male,17,0,0,315093,8.6625, ,S, , , 
702,3,0,male,17,0,0,315086,8.6625, ,S, , , 
703,3,0,female,21,0,0,364846,7.75, ,Q, , , 
704,3,0,male,21,0,0,364858,7.75, ,Q, , ,"Ireland Philadelphia, PA"
705,3,0,male,21,0,0,A./5. 2152,8.05, ,S, , , 
706,3,0,male, ,1,0,2689,14.4583, ,C, , ,"Ottawa, ON"
707,3,0,female, ,1,0,2689,14.4583, ,C, , ,"Ottawa, ON"
708,3,0,male,28,0,0,350042,7.7958, ,S, , ,"Dagsas, Sweden Fower, MN"
709,3,0,male,24,0,0,350409,7.8542, ,S, , ,"Goteborg, Sweden Huntley, IL"
710,3,1,female,16,0,0,367231,7.75, ,Q,16, ,"Co Longford, Ireland New York, NY"
711,3,0,female,37,0,0,368364,7.75, ,Q, , ,"Co Sligo, Ireland Hartford, CT"
712,3,0,male,28,0,0,392095,7.25, ,S, , ,"St Denys, Southampton, Hants"
713,3,0,male,24,0,0,343275,8.05, ,S, , ,London
714,3,0,male,21,0,0,A/5. 13032,7.7333, ,Q, , ,"Ireland New York, NY"
715,3,1,male,32,0,0,1601,56.4958, ,S,C, ,"Hong Kong New York, NY"
716,3,0,male,29,0,0,343276,8.05, ,S, , , 
717,3,0,male,26,1,0,2680,14.4542, ,C, , ,Greece
718,3,0,male,18,1,0,2680,14.4542, ,C, , ,Greece
719,3,0,male,20,0,0,SOTON/O.Q. 3101307,7.05, ,S, , ,Portugal
720,3,1,male,18,0,0,A/5 3540,8.05, ,S,12, ,"London Brooklyn, NY"
721,3,0,male,24,0,0,371109,7.25, ,Q, , ,"Co Limerick, Ireland Sherbrooke, PQ"
722,3,0,male,36,0,0,349210,7.4958, ,S, , ,"Bulgaria Chicago, IL"
723,3,0,male,24,0,0,349209,7.4958, ,S, , , 
724,3,0,male,31,0,0,21332,7.7333, ,Q, , ,"Philadelphia, PA"
725,3,0,male,31,0,0,335097,7.75, ,Q, , ,"Ireland Brooklyn, NY"
726,3,1,female,22,0,0,370373,7.75, ,Q,13, ,Ireland
727,3,0,female,30,0,0,330972,7.6292, ,Q, , ,Ireland
728,3,0,male,70.5,0,0,370369,7.75, ,Q, ,171, 
729,3,0,male,43,0,0,A/5 3536,8.05, ,S, , , 
730,3,0,male,35,0,0,349230,7.8958, ,S, , ,Austria
731,3,0,male,27,0,0,349229,7.8958, ,S, , ,Austria
732,3,0,male,19,0,0,349231,7.8958, ,S, , ,Austria
733,3,0,male,30,0,0,SOTON/OQ 392090,8.05, ,S, , ,London
734,3,1,male,9,1,1,C.A. 37671,15.9, ,S,2, ,"England Brooklyn, NY"
735,3,1,male,3,1,1,C.A. 37671,15.9, ,S,2, ,"England Brooklyn, NY"
736,3,1,female,36,0,2,C.A. 37671,15.9, ,S,2, ,"England Brooklyn, NY"
737,3,0,male,59,0,0,364500,7.25, ,S, , ,"Merrill, WI"
738,3,0,male,19,0,0,S.P. 3464,8.1583, ,S, , ,"Bristol, England Cleveland, OH"
739,3,1,female,17,0,1,371362,16.1, ,S,12, ,"Bournemouth, England Newark, NJ"
740,3,0,male,44,0,1,371362,16.1, ,S, , ,"Bournemouth, England Newark, NJ"
741,3,0,male,17,0,0,315090,8.6625, ,S, , ,Austria-Hungary
742,3,0,male,22.5,0,0,2698,7.225, ,C, ,9, 
743,3,1,male,45,0,0,7598,8.05, ,S,15, ,"Australia Fingal, ND"
744,3,0,female,22,0,0,7552,10.5167, ,S, , ,"Norrlot, Sweden Chicago, IL"
745,3,0,male,19,0,0,349228,10.1708, ,S, , ,Austria
746,3,1,female,30,0,0,382650,6.95, ,Q,15, ,"Co Athlone, Ireland New York, NY"
747,3,1,male,29,0,0,382651,7.75, ,Q,13 15 B, ,"Co Athlone, Ireland New York, NY"
748,3,0,male,0.3333,0,2,347080,14.4, ,S, , ,"Stanton, IA"
749,3,0,male,34,1,1,347080,14.4, ,S, ,197,"Stanton, IA"
750,3,0,female,28,1,1,347080,14.4, ,S, , ,"Stanton, IA"
751,3,0,male,27,0,0,349219,7.8958, ,S, , ,"Bulgaria Chicago, IL"
752,3,0,male,25,0,0,349203,7.8958, ,S, , ,"Bulgaria Chicago, IL"
753,3,0,male,24,2,0,A/4 48871,24.15, ,S, , ,"West Bromwich, England Pontiac, MI"
754,3,0,male,22,0,0,SC/A4 23568,8.05, ,S, , , 
755,3,0,male,21,2,0,A/4 48871,24.15, ,S, , ,"West Bromwich, England Pontiac, MI"
756,3,0,male,17,2,0,A/4 48873,8.05, ,S, , ,"West Bromwich, England Pontiac, MI"
757,3,0,male, ,1,0,386525,16.1, ,S, , ,"Liverpool, England Bedford, OH"
758,3,1,female, ,1,0,386525,16.1, ,S,16, ,"Liverpool, England Bedford, OH"
759,3,1,male,36.5,1,0,345572,17.4, ,S,15, ,"Tampico, MT"
760,3,1,female,36,1,0,345572,17.4, ,S,13, ,"Tampico, MT"
761,3,1,male,30,0,0,345774,9.5, ,S,11, ,"Belgium Detroit, MI"
762,3,0,male,16,0,0,345778,9.5, ,S, , , 
763,3,1,male,1,1,2,C.A. 2315,20.575, ,S,10, ,"Devon, England Wichita, KS"
764,3,1,female,0.1667,1,2,C.A. 2315,20.575, ,S,10, ,"Devon, England Wichita, KS"
765,3,0,male,26,1,2,C.A. 2315,20.575, ,S, , ,"Devon, England Wichita, KS"
766,3,1,female,33,1,2,C.A. 2315,20.575, ,S,10, ,"Devon, England Wichita, KS"
767,3,0,male,25,0,0,349250,7.8958, ,S, , , 
768,3,0,male, ,0,0,349238,7.8958, ,S, , , 
769,3,0,male, ,0,0,349225,7.8958, ,S, , ,"Bulgaria Coon Rapids, IA"
770,3,0,male,22,0,0,A/5 21172,7.25, ,S, , , 
771,3,0,male,36,0,0,A/5 21175,7.25, ,S, , , 
772,3,1,female,19,0,0,330958,7.8792, ,Q,C, ,"Kilmacowen, Co Sligo, Ireland New York, NY"
773,3,0,male,17,0,0,349232,7.8958, ,S, , , 
774,3,0,male,42,0,0,315088,8.6625, ,S, , , 
775,3,0,male,43,0,0,349226,7.8958, ,S, , , 
776,3,0,male, ,0,0,2686,7.2292, ,C, , , 
777,3,0,male,32,0,0,370376,7.75, ,Q, , ,"Ireland New York, NY"
778,3,1,male,19,0,0,A/5. 10482,8.05, ,S,B, ,"England Oglesby, IL"
779,3,1,female,30,0,0,364516,12.475, ,S,13, ,"Union Hill, NJ"
780,3,0,female,24,0,0,368702,7.75, ,Q, , ,"Ireland New York, NY"
781,3,1,female,23,0,0,SOTON/OQ 392083,8.05, ,S, , ,"London New York, NY"
782,3,0,male,33,0,0,349241,7.8958, ,C, ,51,"Austria Niagara Falls, NY"
783,3,0,male,65,0,0,336439,7.75, ,Q, , , 
784,3,1,male,24,0,0,S.O./P.P. 752,7.55, ,S,D, ,"England Albion, NY"
785,3,0,male,23,1,0,347072,13.9, ,S, , ,"West Haven, CT"
786,3,1,female,22,1,0,347072,13.9, ,S,16, ,"West Haven, CT"
787,3,0,male,18,0,0,349912,7.775, ,S, , ,"Tofta, Sweden Joliet, IL"
788,3,0,male,16,0,0,347074,7.775, ,S, , ,"Karberg, Sweden Jerome Junction, AZ"
789,3,0,male,45,0,0,347061,6.975, ,S, , ,"Effington Rut, SD"
790,3,0,male, ,0,0,2674,7.225, ,C, , , 
791,3,0,male,39,0,2,2675,7.2292, ,C, , ,"Syria Ottawa, ON"
792,3,0,male,17,1,1,2690,7.2292, ,C, , , 
793,3,0,male,15,1,1,2695,7.2292, ,C, , ,Syria
794,3,0,male,47,0,0,A/5 3902,7.25, ,S, , ,"Illinois, USA"
795,3,1,female,5,0,0,364516,12.475, ,S,13, ,"New York, NY"
796,3,0,male, ,0,0,2631,7.225, ,C, , , 
797,3,0,male,40.5,0,0,C.A. 6212,15.1, ,S, ,187, 
798,3,0,male,40.5,0,0,367232,7.75, ,Q, ,68,"Aughnacliff, Co Longford, Ireland New York, NY"
799,3,1,male, ,0,0,SOTON/O.Q. 3101308,7.05, ,S,15, ,"Italy Philadelphia, PA"
800,3,0,male,18,0,0,350036,7.7958, ,S, , , 
801,3,0,female, ,0,0,364859,7.75, ,Q, , , 
802,3,0,male, ,0,0,364851,7.75, ,Q, , , 
803,3,0,male, ,0,0,368323,6.95, ,Q, , , 
804,3,0,male,26,0,0,330910,7.8792, ,Q, , ,"Ireland Chicago, IL"
805,3,0,male, ,0,0,365235,7.75, ,Q, , ,Ireland
806,3,1,male, ,0,0,1601,56.4958, ,S,13, ,"Hong Kong New York, NY"
807,3,0,female,21,2,2,W./C. 6608,34.375, ,S, , ,"Rotherfield, Sussex, England Essex Co, MA"
808,3,0,female,9,2,2,W./C. 6608,34.375, ,S, , ,"Rotherfield, Sussex, England Essex Co, MA"
809,3,0,male, ,0,0,A/5 1478,8.05, ,S, , ,"Bridgwater, Somerset, England"
810,3,0,male,18,2,2,W./C. 6608,34.375, ,S, , ,"Rotherfield, Sussex, England Essex Co, MA"
811,3,0,male,16,1,3,W./C. 6608,34.375, ,S, , ,"Rotherfield, Sussex, England Essex Co, MA"
812,3,0,female,48,1,3,W./C. 6608,34.375, ,S, , ,"Rotherfield, Sussex, England Essex Co, MA"
813,3,0,male, ,0,0,368573,7.75, ,Q, , ,"Ireland New York, NY"
814,3,0,male, ,0,0,SOTON/O.Q. 3101314,7.25, ,S, , , 
815,3,0,male,25,0,0,36864,7.7417, ,Q, , ,"New York, NY"
816,3,0,male, ,0,0,358585,14.5, ,S, , , 
817,3,0,male, ,0,0,349254,7.8958, ,C, , , 
818,3,0,male,22,0,0,14973,8.05, ,S, ,47, 
819,3,1,female,16,0,0,35851,7.7333, ,Q,16, ,"Co Longford, Ireland New York, NY"
820,3,1,female, ,0,0,335677,7.75, ,Q,13, ,"Co Clare, Ireland Washington, DC"
821,3,1,male,9,0,2,363291,20.525, ,S,C D, ,"Strood, Kent, England Detroit, MI"
822,3,0,male,33,1,1,363291,20.525, ,S, , ,"Strood, Kent, England Detroit, MI"
823,3,0,male,41,0,0,SOTON/O.Q. 3101263,7.85, ,S, , ,"Philadelphia, PA"
824,3,1,female,31,1,1,363291,20.525, ,S,C D, ,"Strood, Kent, England Detroit, MI"
825,3,0,male,38,0,0,SOTON/O.Q. 3101306,7.05, ,S, , ,Portugal
826,3,0,male,9,5,2,CA 2144,46.9, ,S, , ,"Wiltshire, England Niagara Falls, NY"
827,3,0,male,1,5,2,CA 2144,46.9, ,S, , ,"Wiltshire, England Niagara Falls, NY"
828,3,0,male,11,5,2,CA 2144,46.9, ,S, , ,"Wiltshire, England Niagara Falls, NY"
829,3,0,female,10,5,2,CA 2144,46.9, ,S, , ,"Wiltshire, England Niagara Falls, NY"
830,3,0,female,16,5,2,CA 2144,46.9, ,S, , ,"Wiltshire, England Niagara Falls, NY"
831,3,0,male,14,5,2,CA 2144,46.9, ,S, , ,"Wiltshire, England Niagara Falls, NY"
832,3,0,male,40,1,6,CA 2144,46.9, ,S, , ,"Wiltshire, England Niagara Falls, NY"
833,3,0,female,43,1,6,CA 2144,46.9, ,S, , ,"Wiltshire, England Niagara Falls, NY"
834,3,0,male,51,0,0,21440,8.05, ,S, , ,"Dorking, Surrey, England"
835,3,0,male,32,0,0,8471,8.3625, ,S, , ,"Foresvik, Norway Portland, ND"
836,3,0,male, ,0,0,376563,8.05, ,S, , , 
837,3,0,male,20,0,0,7534,9.8458, ,S, , ,"Waukegan, Chicago, IL"
838,3,0,male,37,2,0,3101276,7.925, ,S, ,98,"Ruotsinphytaa, Finland New York, NY"
839,3,0,male,28,2,0,3101277,7.925, ,S, , ,"Ruotsinphytaa, Finland New York, NY"
840,3,0,male,19,0,0,347069,7.775, ,S, , ,"Myren, Sweden New York, NY"
841,3,0,female,24,0,0,349236,8.85, ,S, , , 
842,3,0,female,17,0,0,AQ/3. 30631,7.7333, ,Q, , , 
843,3,0,male, ,1,0,65303,19.9667, ,S, , , 
844,3,0,male, ,1,0,65304,19.9667, ,S, , , 
845,3,0,male,28,1,0,STON/O2. 3101279,15.85, ,S, , , 
846,3,1,female,24,1,0,STON/O2. 3101279,15.85, ,S,15, , 
847,3,0,male,20,0,0,345769,9.5, ,S, , , 
848,3,0,male,23.5,0,0,2693,7.2292, ,C, ,188, 
849,3,0,male,41,2,0,350026,14.1083, ,S, , , 
850,3,0,male,26,1,0,350025,7.8542, ,S, , , 
851,3,0,male,21,0,0,350029,7.8542, ,S, ,69, 
852,3,1,female,45,1,0,350026,14.1083, ,S,11, , 
853,3,0,female, ,0,0,W./C. 6609,7.55, ,S, , , 
854,3,0,male,25,0,0,374887,7.25, ,S,B, , 
855,3,0,male, ,0,0,394140,6.8583, ,Q, , , 
856,3,0,male,11,0,0,2699,18.7875, ,C, , , 
857,3,1,female, ,0,0,370375,7.75, ,Q,16, , 
858,3,1,male,27,0,0,347089,6.975, ,S,15, , 
859,3,1,male, ,0,0,1601,56.4958, ,S,C, , 
860,3,0,female,18,0,0,365226,6.75, ,Q, , , 
861,3,1,female,26,0,0,STON/O2. 3101282,7.925, ,S, , , 
862,3,0,female,23,0,0,STON/O2. 3101290,7.925, ,S, , , 
863,3,1,female,22,0,0,7548,8.9625, ,S,C, , 
864,3,0,male,28,0,0,349243,7.8958, ,S, ,306, 
865,3,0,female,28,0,0,347086,7.775, ,S, , , 
866,3,0,female, ,0,0,382649,7.75, ,Q, , , 
867,3,1,female,2,0,1,3101298,12.2875, ,S,15, , 
868,3,1,female,22,1,1,3101298,12.2875, ,S,15, , 
869,3,0,male,43,0,0,C 7075,6.45, ,S, , , 
870,3,0,male,28,0,0,C 4001,22.525, ,S, , , 
871,3,1,female,27,0,0,STON/O2. 3101283,7.925, ,S, , , 
872,3,0,male, ,0,0,370377,7.75, ,Q, , , 
873,3,1,female, ,0,0,A. 2. 39186,8.05, ,S,C, , 
874,3,0,male,42,0,0,348121,7.65,F G63,S, ,120, 
875,3,1,male, ,0,0,3470,7.8875, ,S,C, , 
876,3,0,male,30,0,0,2685,7.2292, ,C, , , 
877,3,0,male, ,0,0,349220,7.8958, ,S, , , 
878,3,0,female,27,1,0,STON/O2. 3101270,7.925, ,S, , , 
879,3,0,female,25,1,0,STON/O2. 3101271,7.925, ,S, , , 
880,3,0,male, ,0,0,349201,7.8958, ,S, , , 
881,3,1,male,29,0,0,349240,7.8958, ,C,15, , 
882,3,1,male,21,0,0,350034,7.7958, ,S,A, , 
883,3,0,male, ,0,0,SOTON/O.Q. 3101305,7.05, ,S, , , 
884,3,0,male,20,0,0,350050,7.8542, ,S, , , 
885,3,0,male,48,0,0,350047,7.8542, ,S, , , 
886,3,0,male,17,1,0,350048,7.0542, ,S, , , 
887,3,1,female, ,0,0,14313,7.75, ,Q,D, , 
888,3,1,male, ,0,0,65306,8.1125, ,S,13, , 
889,3,0,male,34,0,0,3101264,6.4958, ,S, ,143, 
890,3,1,male,26,0,0,347070,7.775, ,S,15, , 
891,3,0,male,22,0,0,350052,7.7958, ,S, ,156, 
892,3,0,male,33,0,0,7540,8.6542, ,S, ,285, 
893,3,0,male,31,0,0,347063,7.775, ,S, , , 
894,3,0,male,29,0,0,347467,7.8542, ,S, , , 
895,3,1,male,4,1,1,347742,11.1333, ,S,15, , 
896,3,1,female,1,1,1,347742,11.1333, ,S,15, , 
897,3,0,male,49,0,0,LINE,0, ,S, , , 
898,3,0,male,33,0,0,347062,7.775, ,S, ,37, 
899,3,0,male,19,0,0,LINE,0, ,S, , , 
900,3,1,female,27,0,2,347742,11.1333, ,S,15, , 
901,3,0,male, ,1,2,W./C. 6607,23.45, ,S, , , 
902,3,0,female, ,1,2,W./C. 6607,23.45, ,S, , , 
903,3,0,male, ,1,2,W./C. 6607,23.45, ,S, , , 
904,3,0,female, ,1,2,W./C. 6607,23.45, ,S, , , 
905,3,0,male,23,0,0,349204,7.8958, ,S, , , 
906,3,1,male,32,0,0,350417,7.8542, ,S,15, , 
907,3,0,male,27,0,0,350408,7.8542, ,S, , , 
908,3,0,female,20,1,0,4136,9.825, ,S, , , 
909,3,0,female,21,1,0,4137,9.825, ,S, , , 
910,3,1,male,32,0,0,STON/O 2. 3101286,7.925, ,S,15, , 
911,3,0,male,17,0,0,STON/O 2. 3101274,7.125, ,S, , , 
912,3,0,male,21,0,0,8475,8.4333, ,S, , , 
913,3,0,male,30,0,0,349246,7.8958, ,S, , , 
914,3,1,male,21,0,0,350053,7.7958, ,S,13, , 
915,3,0,male,33,0,0,347465,7.8542, ,S, , , 
916,3,0,male,22,0,0,350060,7.5208, ,S, , , 
917,3,1,female,4,0,1,349256,13.4167, ,C,15, , 
918,3,1,male,39,0,1,349256,13.4167, ,C,15, , 
919,3,0,male, ,0,0,2700,7.2292, ,C, , , 
920,3,0,male,18.5,0,0,2682,7.2292, ,C, ,58, 
921,3,0,male, ,0,0,12460,7.75, ,Q, , , 
922,3,0,male, ,0,0,323592,7.25, ,S,A, , 
923,3,1,female, ,0,0,9234,7.75, ,Q,16, , 
924,3,1,female, ,0,0,14312,7.75, ,Q,D, , 
925,3,0,male,34.5,0,0,330911,7.8292, ,Q, ,70, 
926,3,0,male,44,0,0,363592,8.05, ,S, , , 
927,3,1,male, ,0,0,368783,7.75, ,Q, , , 
928,3,0,male, ,1,0,2660,14.4542, ,C, , , 
929,3,0,female, ,1,0,2660,14.4542, ,C, , , 
930,3,0,male, ,1,0,367227,7.75, ,Q, , , 
931,3,0,male, ,1,0,367229,7.75, ,Q, , , 
932,3,0,male, ,0,0,36865,7.7375, ,Q, , , 
933,3,0,female,22,2,0,315152,8.6625, ,S, , , 
934,3,0,male,26,2,0,315151,8.6625, ,S, , , 
935,3,1,female,4,0,2,315153,22.025, ,S,2, , 
936,3,1,male,29,3,1,315153,22.025, ,S,2, , 
937,3,1,female,26,1,1,315153,22.025, ,S,2, , 
938,3,0,female,1,1,1,350405,12.1833, ,S, , , 
939,3,0,male,18,1,1,350404,7.8542, ,S, , , 
940,3,0,female,36,0,2,350405,12.1833, ,S, , , 
941,3,0,male, ,0,0,349253,7.8958, ,C, , , 
942,3,1,male,25,0,0,2654,7.2292,F E57,C,10, , 
943,3,0,male, ,0,0,2624,7.225, ,C, , , 
944,3,0,female,37,0,0,4135,9.5875, ,S, , , 
945,3,0,male, ,0,0,349217,7.8958, ,S, , , 
946,3,1,male, ,0,0,1601,56.4958, ,S,C, , 
947,3,0,male, ,0,0,1601,56.4958, ,S, , , 
948,3,1,female,22,0,0,C 7077,7.25, ,S,13, , 
949,3,0,male, ,0,0,7935,7.75, ,Q, , , 
950,3,1,male,26,0,0,1601,56.4958, ,S,14, , 
951,3,0,male,29,0,0,7545,9.4833, ,S, , , 
952,3,0,male,29,0,0,347067,7.775, ,S, , , 
953,3,0,male,22,0,0,347065,7.775, ,S, , , 
954,3,1,male,22,0,0,2620,7.225, ,C,6, , 
955,3,0,male, ,3,1,4133,25.4667, ,S, , , 
956,3,0,female, ,3,1,4133,25.4667, ,S, , , 
957,3,0,female, ,3,1,4133,25.4667, ,S, , , 
958,3,0,female, ,3,1,4133,25.4667, ,S, , , 
959,3,0,female, ,0,4,4133,25.4667, ,S, , , 
960,3,0,male,32,0,0,STON/O 2. 3101292,7.925, ,S, , , 
961,3,0,male,34.5,0,0,2683,6.4375, ,C, ,196, 
962,3,0,female, ,1,0,370371,15.5, ,Q, , , 
963,3,0,male, ,1,0,370371,15.5, ,Q, , , 
964,3,0,male,36,0,0,LINE,0, ,S, , , 
965,3,0,male,39,0,0,A/4 48871,24.15, ,S, , , 
966,3,0,male,24,0,0,345781,9.5, ,S, , , 
967,3,0,female,25,0,0,347071,7.775, ,S, , , 
968,3,0,female,45,0,0,347073,7.75, ,S, , , 
969,3,0,male,36,1,0,349910,15.55, ,S,A, , 
970,3,0,female,30,1,0,349910,15.55, ,S,A, , 
971,3,1,male,20,1,0,STON/O 2. 3101285,7.925, ,S,15, , 
972,3,0,male, ,0,0,330971,7.8792, ,Q, , , 
973,3,0,male,28,0,0,1601,56.4958, ,S, , , 
974,3,0,male, ,0,0,S.O./P.P. 251,7.55, ,S, , , 
975,3,0,male,30,1,0,A/5. 3336,16.1, ,S, , , 
976,3,0,female,26,1,0,A/5. 3336,16.1, ,S, , , 
977,3,0,male, ,0,0,1222,7.8792, ,S, ,153, 
978,3,0,male,20.5,0,0,A/5 21173,7.25, ,S, , , 
979,3,1,male,27,0,0,315098,8.6625, ,S,15, , 
980,3,0,male,51,0,0,347743,7.0542, ,S, , , 
981,3,1,female,23,0,0,347469,7.8542, ,S,10, , 
982,3,1,male,32,0,0,350403,7.5792, ,S,15, , 
983,3,0,male, ,0,0,349235,7.8958, ,S, , , 
984,3,0,male, ,0,0,C.A. 42795,7.55, ,S, , , 
985,3,1,female, ,0,0,370370,7.75, ,Q,15, , 
986,3,1,male,24,0,0,C 17369,7.1417, ,S,13, , 
987,3,0,male,22,0,0,STON/O 2. 3101275,7.125, ,S, , , 
988,3,0,female, ,0,0,330924,7.8792, ,Q, , , 
989,3,0,male, ,0,0,AQ/4 3130,7.75, ,Q, , , 
990,3,0,male, ,0,0,A/S 2816,8.05, ,S, , , 
991,3,0,male,29,0,0,STON/O 2. 3101268,7.925, ,S, , , 
992,3,1,male, ,0,0,2677,7.2292, ,C,15, , 
993,3,0,female,30.5,0,0,364850,7.75, ,Q, ,61, 
994,3,1,female, ,0,0,36866,7.7375, ,Q,16, , 
995,3,0,male, ,0,0,2655,7.2292,F E46,C, , , 
996,3,0,male,35,0,0,349213,7.8958, ,C, , , 
997,3,0,male,33,0,0,349257,7.8958, ,S, , , 
998,3,1,female, ,0,0,2649,7.225, ,C,C, , 
999,3,0,male, ,0,0,349255,7.8958, ,C, , , 
1000,3,1,female, ,0,0,383123,7.75, ,Q,15 16, , 
1001,3,1,male, ,0,0,367228,7.75, ,Q, , , 
1002,3,1,female, ,2,0,367226,23.25, ,Q,16, , 
1003,3,1,female, ,2,0,367226,23.25, ,Q,16, , 
1004,3,1,male, ,2,0,367226,23.25, ,Q,16, , 
1005,3,1,female, ,0,0,330932,7.7875, ,Q,13, , 
1006,3,0,male, ,0,0,36568,15.5, ,Q, , , 
1007,3,1,female, ,0,0,330931,7.8792, ,Q,13, , 
1008,3,1,female,15,0,0,330923,8.0292, ,Q, , , 
1009,3,0,female,35,0,0,9232,7.75, ,Q, , , 
1010,3,0,male, ,0,0,370372,7.75, ,Q, , , 
1011,3,0,male,24,1,0,376566,16.1, ,S, , , 
1012,3,0,female,19,1,0,376566,16.1, ,S, ,53, 
1013,3,0,female, ,0,0,370368,7.75, ,Q, , , 
1014,3,0,female, ,0,0,SOTON/O.Q. 392087,8.05, ,S, , , 
1015,3,0,female, ,0,0,343095,8.05, ,S, , , 
1016,3,0,male,55.5,0,0,A.5. 11206,8.05, ,S, ,201, 
1017,3,0,male, ,0,0,368703,7.75, ,Q, , , 
1018,3,1,male,21,0,0,345501,7.775, ,S,15, , 
1019,3,0,male, ,0,0,359306,8.05, ,S, , , 
1020,3,0,male,24,0,0,349233,7.8958, ,S, , , 
1021,3,0,male,21,0,0,349211,7.8958, ,S, , , 
1022,3,0,male,28,0,0,349207,7.8958, ,S, , , 
1023,3,0,male, ,0,0,349221,7.8958, ,S, , , 
1024,3,1,female, ,0,0,330980,7.8792, ,Q,16, , 
1025,3,0,male,25,0,0,348123,7.65,F G73,S, ,309, 
1026,3,1,male,6,0,1,392096,12.475,E121,S,14, , 
1027,3,1,female,27,0,1,392096,12.475,E121,S,14, , 
1028,3,0,male, ,0,0,A4. 54510,8.05, ,S, , , 
1029,3,1,female, ,1,0,371110,24.15, ,Q,16, , 
1030,3,0,male, ,1,0,371110,24.15, ,Q, , , 
1031,3,0,male, ,0,0,330877,8.4583, ,Q, , , 
1032,3,0,male,34,0,0,364506,8.05, ,S, , , 
1033,3,0,male, ,0,0,372622,7.75, ,Q, , , 
1034,3,1,male, ,0,0,312991,7.775, ,S,B, , 
1035,3,1,male, ,1,1,2661,15.2458, ,C,C, , 
1036,3,1,male, ,1,1,2661,15.2458, ,C,C, , 
1037,3,1,female, ,0,2,2661,15.2458, ,C,C, , 
1038,3,1,female, ,0,0,2626,7.2292, ,C, , , 
1039,3,0,male, ,0,0,374746,8.05, ,S, , , 
1040,3,1,female, ,0,0,35852,7.7333, ,Q,16, , 
1041,3,1,female,24,0,0,382653,7.75, ,Q,15, , 
1042,3,0,male, ,0,0,A./5. 3235,8.05, ,S, , , 
